state,city,udid_loyal,udid_churned,total,perc_churn,index
ANDHRA PRADESH,GUDLURU,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,IRAGAVARAM,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,KONAKANAMITLA,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,PAGIDYALA,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,PENDLIMARRI,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,TADIMARRI,11,1,12,8.3%,1.041666667
ANDHRA PRADESH,VIDAVALUR,11,1,12,8.3%,1.041666667
ASSAM,MAZBAT,11,1,12,8.3%,1.041666667
ASSAM,SOUTH SALMARA,11,1,12,8.3%,1.041666667
BIHAR,BARHARA,11,1,12,8.3%,1.041666667
BIHAR,GARKHA,11,1,12,8.3%,1.041666667
BIHAR,HARSIDHI,11,1,12,8.3%,1.041666667
BIHAR,MANER,11,1,12,8.3%,1.041666667
BIHAR,PANDARAK,11,1,12,8.3%,1.041666667
BIHAR,SILAO,11,1,12,8.3%,1.041666667
BIHAR,SIMRI BAKHTIARPUR,11,1,12,8.3%,1.041666667
BIHAR,TILOUTHU,11,1,12,8.3%,1.041666667
CHHATTISGARH,BALODA,11,1,12,8.3%,1.041666667
CHHATTISGARH,PHARSABHAR,11,1,12,8.3%,1.041666667
DELHI,DADRI,11,1,12,8.3%,1.041666667
GUJARAT,HANSOT,11,1,12,8.3%,1.041666667
HIMACHAL PRADESH,BHARERI,11,1,12,8.3%,1.041666667
HIMACHAL PRADESH,RAJGARH,11,1,12,8.3%,1.041666667
HIMACHAL PRADESH,SIHUNTA,11,1,12,8.3%,1.041666667
JAMMU AND KASHMIR,URI,11,1,12,8.3%,1.041666667
MADHYA PRADESH,CHICHOLI,11,1,12,8.3%,1.041666667
MADHYA PRADESH,HANDIYA,11,1,12,8.3%,1.041666667
MADHYA PRADESH,JAWAD,11,1,12,8.3%,1.041666667
MADHYA PRADESH,SEGAON,11,1,12,8.3%,1.041666667
MAHARASHTRA,CHANDUR RAILWAY,11,1,12,8.3%,1.041666667
MAHARASHTRA,GUHAGAR,11,1,12,8.3%,1.041666667
MAHARASHTRA,MAHOOR,11,1,12,8.3%,1.041666667
MAHARASHTRA,NARKHED,11,1,12,8.3%,1.041666667
MAHARASHTRA,RAJAPUR,11,1,12,8.3%,1.041666667
MAHARASHTRA,SOEGAON,11,1,12,8.3%,1.041666667
MAHARASHTRA,TRIMBAKESHWAR,11,1,12,8.3%,1.041666667
ODISHA,BALIANTA,11,1,12,8.3%,1.041666667
ODISHA,GOVINDPUR,11,1,12,8.3%,1.041666667
RAJASTHAN,KHERWARA,11,1,12,8.3%,1.041666667
RAJASTHAN,KOLAYAT,11,1,12,8.3%,1.041666667
RAJASTHAN,NAINWA,11,1,12,8.3%,1.041666667
RAJASTHAN,SADULSHAHAR,11,1,12,8.3%,1.041666667
RAJASTHAN,VALLABHNAGAR,11,1,12,8.3%,1.041666667
TAMIL NADU,KUNDAH,11,1,12,8.3%,1.041666667
TELANGANA,BALMOOR,11,1,12,8.3%,1.041666667
TELANGANA,CHENNARAOPET,11,1,12,8.3%,1.041666667
TELANGANA,CHINTHAKANI,11,1,12,8.3%,1.041666667
TELANGANA,PEDDAMANDADI,11,1,12,8.3%,1.041666667
TELANGANA,SHAYAMPET,11,1,12,8.3%,1.041666667
TELANGANA,VELGATOOR,11,1,12,8.3%,1.041666667
TAMIL NADU,MADHAVARAM,849,77,926,8.3%,1.039416847
MAHARASHTRA,MULSHI,243,22,265,8.3%,1.037735849
KARNATAKA,AFZALPUR,111,10,121,8.3%,1.033057851
KARNATAKA,CHANNARAYAPATNA,211,19,230,8.3%,1.032608696
MADHYA PRADESH,GOPADBANAS,89,8,97,8.2%,1.030927835
MAHARASHTRA,KAMTHI,67,6,73,8.2%,1.02739726
TAMIL NADU,TITTAKUDI,67,6,73,8.2%,1.02739726
DELHI,MODEL TOWN,257,23,280,8.2%,1.026785714
ASSAM,SISSIBARGAON,56,5,61,8.2%,1.024590164
TELANGANA,MOINABAD,56,5,61,8.2%,1.024590164
KARNATAKA,KRISHNARAJPET,101,9,110,8.2%,1.022727273
KARNATAKA,GUBBI,191,17,208,8.2%,1.021634615
RAJASTHAN,LACHHMANGARH,90,8,98,8.2%,1.020408163
BIHAR,KUCHAIKOTE,45,4,49,8.2%,1.020408163
MAHARASHTRA,RAVER,45,4,49,8.2%,1.020408163
KERALA,KOTHAMANGALAM,214,19,233,8.2%,1.019313305
TELANGANA,MANDAMARRI,79,7,86,8.1%,1.01744186
TAMIL NADU,MANAPPARAI,147,13,160,8.1%,1.015625
UTTAR PRADESH,BIJNOR,249,22,271,8.1%,1.014760148
DELHI,HAUZ KHAS,2309,204,2513,8.1%,1.014723438
ANDHRA PRADESH,KAIKALUR,68,6,74,8.1%,1.013513514
MAHARASHTRA,HINGOLI,68,6,74,8.1%,1.013513514
HARYANA,FEROZEPUR JHIRKA,34,3,37,8.1%,1.013513514
MADHYA PRADESH,KHILCHIPUR,34,3,37,8.1%,1.013513514
MAHARASHTRA,WARUD,34,3,37,8.1%,1.013513514
MEGHALAYA,UMLING,34,3,37,8.1%,1.013513514
KARNATAKA,HONNALI,148,13,161,8.1%,1.00931677
KARNATAKA,SHIRHATTI,114,10,124,8.1%,1.008064516
MADHYA PRADESH,ASHOKNAGAR,114,10,124,8.1%,1.008064516
TAMIL NADU,THARANGAMBADI,57,5,62,8.1%,1.008064516
ANDHRA PRADESH,MANGALAGIRI,137,12,149,8.1%,1.006711409
KARNATAKA,MADHUGIRI,137,12,149,8.1%,1.006711409
DELHI,SEEMA PURI,217,19,236,8.1%,1.006355932
TAMIL NADU,SANKARAPURAM,160,14,174,8.0%,1.005747126
ANDHRA PRADESH,NARSIPATNAM,80,7,87,8.0%,1.005747126
GUJARAT,KODINAR,80,7,87,8.0%,1.005747126
MADHYA PRADESH,BIAORA,80,7,87,8.0%,1.005747126
UTTAR PRADESH,BELTHARA ROAD,80,7,87,8.0%,1.005747126
KARNATAKA,SANDUR,526,46,572,8.0%,1.005244755
UTTAR PRADESH,AMROHA,263,23,286,8.0%,1.005244755
UTTAR PRADESH,ATRAULI,103,9,112,8.0%,1.004464286
KARNATAKA,DEVANAHALLI,275,24,299,8.0%,1.003344482
HARYANA,GURGAON,7421,647,8068,8.0%,1.002416956
KARNATAKA,HOSKOTE,563,49,612,8.0%,1.000816993
HARYANA,ROHTAK,299,26,325,8.0%,1
TELANGANA,SIDDIPET,184,16,200,8.0%,1
GOA,BARDEZ,161,14,175,8.0%,1
MAHARASHTRA,UDGIR,115,10,125,8.0%,1
TAMIL NADU,THURAIYUR,115,10,125,8.0%,1
PUNJAB,RAJPURA,92,8,100,8.0%,1
UTTAR PRADESH,ANUPSHAHR,69,6,75,8.0%,1
UTTAR PRADESH,KHAGA,69,6,75,8.0%,1
WEST BENGAL,KHARGRAM,69,6,75,8.0%,1
CHHATTISGARH,DABHARA,46,4,50,8.0%,1
JAMMU AND KASHMIR,NOWSHEHRA,46,4,50,8.0%,1
MAHARASHTRA,CHOPDA,46,4,50,8.0%,1
MAHARASHTRA,SINDKHED RAJA,46,4,50,8.0%,1
TELANGANA,BALKONDA,46,4,50,8.0%,1
ANDHRA PRADESH,KONDAPURAM,23,2,25,8.0%,1
ANDHRA PRADESH,PERAVALI,23,2,25,8.0%,1
ANDHRA PRADESH,TRIPURANTHAKAM,23,2,25,8.0%,1
ANDHRA PRADESH,VANGARA,23,2,25,8.0%,1
ASSAM,HAFLONG,23,2,25,8.0%,1
ASSAM,KAMPUR,23,2,25,8.0%,1
ASSAM,PATHARKANDI,23,2,25,8.0%,1
BIHAR,BENIPATTI,23,2,25,8.0%,1
BIHAR,BENIPUR,23,2,25,8.0%,1
BIHAR,ROSERA,23,2,25,8.0%,1
MADHYA PRADESH,HATTA,23,2,25,8.0%,1
MAHARASHTRA,ARDHAPUR,23,2,25,8.0%,1
MAHARASHTRA,DIGRAS,23,2,25,8.0%,1
PUNJAB,LEHRA,23,2,25,8.0%,1
RAJASTHAN,BUHANA,23,2,25,8.0%,1
TELANGANA,DHARMASAGAR,23,2,25,8.0%,1
UTTARAKHAND,CHAMPAWAT,23,2,25,8.0%,1
WEST BENGAL,DINHATA-II,23,2,25,8.0%,1
WEST BENGAL,KISHANGANJ,23,2,25,8.0%,1
WEST BENGAL,MEKLIGANJ,23,2,25,8.0%,1
MAHARASHTRA,HAVELI,9364,814,10178,8.0%,0.999705247
TAMIL NADU,THENI,196,17,213,8.0%,0.997652582
TAMIL NADU,GUMMIDIPOONDI,185,16,201,8.0%,0.995024876
GUJARAT,SAVARKUNDLA,81,7,88,8.0%,0.994318182
HIMACHAL PRADESH,SHIMLA RURAL,151,13,164,7.9%,0.990853659
TAMIL NADU,TIRUKALUKUNDRAM,151,13,164,7.9%,0.990853659
ANDHRA PRADESH,GUDUR,93,8,101,7.9%,0.99009901
HARYANA,JAGADHRI,256,22,278,7.9%,0.989208633
GUJARAT,VISNAGAR,105,9,114,7.9%,0.986842105
ANDHRA PRADESH,RAPTADU,35,3,38,7.9%,0.986842105
ANDHRA PRADESH,VEMPALLE,35,3,38,7.9%,0.986842105
GUJARAT,BAYAD,35,3,38,7.9%,0.986842105
GUJARAT,JAMJODHPUR,35,3,38,7.9%,0.986842105
MAHARASHTRA,ATPADI,35,3,38,7.9%,0.986842105
MAHARASHTRA,KALWAN,35,3,38,7.9%,0.986842105
TAMIL NADU,THOTTIYAM,35,3,38,7.9%,0.986842105
TELANGANA,MELLACHERUVU,35,3,38,7.9%,0.986842105
TAMIL NADU,SRIPERUMBUDUR,1599,137,1736,7.9%,0.986463134
ANDHRA PRADESH,NARASARAOPET,187,16,203,7.9%,0.985221675
MAHARASHTRA,DAUND,199,17,216,7.9%,0.983796296
UTTAR PRADESH,BANSDIH,82,7,89,7.9%,0.983146067
KARNATAKA,NELAMANGALA,258,22,280,7.9%,0.982142857
TELANGANA,FAROOQNAGAR,129,11,140,7.9%,0.982142857
ANDHRA PRADESH,GAJUWAKA,704,60,764,7.9%,0.981675393
JHARKHAND,BOKARO STEEL CITY,235,20,255,7.8%,0.980392157
TELANGANA,SATHUPALLE,47,4,51,7.8%,0.980392157
MAHARASHTRA,ROHA,59,5,64,7.8%,0.9765625
GOA,MORMUGAO,130,11,141,7.8%,0.975177305
CHHATTISGARH,RAIPUR,5182,438,5620,7.8%,0.974199288
KARNATAKA,MUDHOL,296,25,321,7.8%,0.973520249
DELHI,VASANT VIHAR,1019,86,1105,7.8%,0.972850679
TELANGANA,PATANCHERU,190,16,206,7.8%,0.970873786
GUJARAT,DEESA,202,17,219,7.8%,0.970319635
GUJARAT,BHUJ,347,29,376,7.7%,0.964095745
KERALA,PARAVUR,443,37,480,7.7%,0.963541667
MAHARASHTRA,KOLHAPUR,527,44,571,7.7%,0.963222417
WEST BENGAL,DARJILING,539,45,584,7.7%,0.963184932
DELHI,CIVIL LINES,1677,140,1817,7.7%,0.963126032
TAMIL NADU,AVANASHI,420,35,455,7.7%,0.961538462
UTTAR PRADESH,GONDA,360,30,390,7.7%,0.961538462
KARNATAKA,CHANNAPATNA,216,18,234,7.7%,0.961538462
GOA,TISWADI,120,10,130,7.7%,0.961538462
TELANGANA,JAMMIKUNTA,60,5,65,7.7%,0.961538462
UTTAR PRADESH,MADHUBAN,60,5,65,7.7%,0.961538462
TELANGANA,NARAYANPET,48,4,52,7.7%,0.961538462
ANDHRA PRADESH,DEVARAPALLE,36,3,39,7.7%,0.961538462
MAHARASHTRA,KANKAVLI,36,3,39,7.7%,0.961538462
RAJASTHAN,JAITARAN,36,3,39,7.7%,0.961538462
WEST BENGAL,SANKRAIL,36,3,39,7.7%,0.961538462
ANDHRA PRADESH,ANANTHAGIRI,24,2,26,7.7%,0.961538462
ANDHRA PRADESH,MUNAGAPAKA,24,2,26,7.7%,0.961538462
ARUNACHAL PRADESH,NAHARLAGUN,24,2,26,7.7%,0.961538462
ASSAM,KALIABOR,24,2,26,7.7%,0.961538462
JHARKHAND,DUMRI,24,2,26,7.7%,0.961538462
MADHYA PRADESH,UMRETH,24,2,26,7.7%,0.961538462
TAMIL NADU,GANDARVAKKOTTAI,24,2,26,7.7%,0.961538462
TELANGANA,CHANDUR,24,2,26,7.7%,0.961538462
ANDHRA PRADESH,ANUMASAMUDRAMPETA,12,1,13,7.7%,0.961538462
ANDHRA PRADESH,CHITTAMUR,12,1,13,7.7%,0.961538462
ANDHRA PRADESH,IRALA,12,1,13,7.7%,0.961538462
ANDHRA PRADESH,KALAKADA,12,1,13,7.7%,0.961538462
ANDHRA PRADESH,MELLACHERUVU,12,1,13,7.7%,0.961538462
ANDHRA PRADESH,VEERAPUNAYUNIPALLE,12,1,13,7.7%,0.961538462
ASSAM,AMGURI,12,1,13,7.7%,0.961538462
BIHAR,BIJAIPUR,12,1,13,7.7%,0.961538462
BIHAR,DARAULI,12,1,13,7.7%,0.961538462
BIHAR,ISHUPUR,12,1,13,7.7%,0.961538462
BIHAR,JOGAPATTI,12,1,13,7.7%,0.961538462
BIHAR,MOHANPUR,12,1,13,7.7%,0.961538462
BIHAR,PAKRIBARAWAN,12,1,13,7.7%,0.961538462
CHHATTISGARH,SAMARI,12,1,13,7.7%,0.961538462
JHARKHAND,BENGABAD,12,1,13,7.7%,0.961538462
JHARKHAND,HUSSAINABAD,12,1,13,7.7%,0.961538462
JHARKHAND,ICHAK,12,1,13,7.7%,0.961538462
JHARKHAND,POTKA,12,1,13,7.7%,0.961538462
MADHYA PRADESH,KATANGI,12,1,13,7.7%,0.961538462
MADHYA PRADESH,LALBARRA,12,1,13,7.7%,0.961538462
MAHARASHTRA,DEVGAD,12,1,13,7.7%,0.961538462
MAHARASHTRA,SINDEWAHI,12,1,13,7.7%,0.961538462
ODISHA,CHANDAKA (P),12,1,13,7.7%,0.961538462
RAJASTHAN,PARBATSAR,12,1,13,7.7%,0.961538462
TELANGANA,TALAKONDAPALLE,12,1,13,7.7%,0.961538462
TELANGANA,THIRUMALAYAPALEM,12,1,13,7.7%,0.961538462
UTTAR PRADESH,MUZAFFARNAGAR,783,65,848,7.7%,0.958136792
KARNATAKA,HARIHAR,229,19,248,7.7%,0.95766129
ANDHRA PRADESH,MACHILIPATNAM,193,16,209,7.7%,0.956937799
TELANGANA,MIRYALAGUDA,169,14,183,7.7%,0.956284153
HARYANA,SIRSA,157,13,170,7.6%,0.955882353
TAMIL NADU,SRIRANGAM,242,20,262,7.6%,0.954198473
UTTAR PRADESH,AGRA,2712,224,2936,7.6%,0.953678474
UTTAR PRADESH,BHOGAON,109,9,118,7.6%,0.953389831
MAHARASHTRA,NANDURBAR,97,8,105,7.6%,0.952380952
MAHARASHTRA,PHALTAN,97,8,105,7.6%,0.952380952
TAMIL NADU,KULITHALAI,97,8,105,7.6%,0.952380952
MAHARASHTRA,AMRAVATI,559,46,605,7.6%,0.950413223
DELHI,KAROL BAGH,292,24,316,7.6%,0.949367089
MAHARASHTRA,BHOKARDAN,73,6,79,7.6%,0.949367089
MAHARASHTRA,PURANDHAR,73,6,79,7.6%,0.949367089
ANDHRA PRADESH,ALLAGADDA,61,5,66,7.6%,0.946969697
TAMIL NADU,ANDIPATTI,61,5,66,7.6%,0.946969697
KERALA,ERNAD,1454,119,1573,7.6%,0.945645264
GUJARAT,PATAN-VERAVAL,110,9,119,7.6%,0.945378151
MAHARASHTRA,PUNE,55075,4504,59579,7.6%,0.94496383
TAMIL NADU,ARAKONAM,318,26,344,7.6%,0.944767442
DELHI,KALKAJI,1604,131,1735,7.6%,0.943804035
WEST BENGAL,HABIBPUR,49,4,53,7.5%,0.943396226
WEST BENGAL,JALANGI,49,4,53,7.5%,0.943396226
KARNATAKA,PUTTUR,233,19,252,7.5%,0.942460317
HARYANA,THANESAR,184,15,199,7.5%,0.942211055
KARNATAKA,SIDLAGHATTA,184,15,199,7.5%,0.942211055
MAHARASHTRA,NASHIK,2027,165,2192,7.5%,0.940921533
UTTAR PRADESH,BISALPUR,86,7,93,7.5%,0.940860215
TAMIL NADU,TIRUCHENDUR,123,10,133,7.5%,0.939849624
BIHAR,MUZAFFARPUR,394,32,426,7.5%,0.938967136
KERALA,PERINTHALMANNA,1011,82,1093,7.5%,0.93778591
WEST BENGAL,DOMKAL,148,12,160,7.5%,0.9375
ANDHRA PRADESH,RAMACHANDRAPURAM,74,6,80,7.5%,0.9375
UTTAR PRADESH,BEHAT,74,6,80,7.5%,0.9375
UTTAR PRADESH,PATIYALI,74,6,80,7.5%,0.9375
GUJARAT,NAKHATRANA,37,3,40,7.5%,0.9375
HIMACHAL PRADESH,GHUMARWIN,37,3,40,7.5%,0.9375
MADHYA PRADESH,PETLAWAD,37,3,40,7.5%,0.9375
MAHARASHTRA,HADGAON,37,3,40,7.5%,0.9375
TELANGANA,BHEEMGAL,37,3,40,7.5%,0.9375
MADHYA PRADESH,DEWAS,395,32,427,7.5%,0.93676815
MADHYA PRADESH,DATIA,136,11,147,7.5%,0.93537415
KARNATAKA,MALUR,359,29,388,7.5%,0.934278351
TAMIL NADU,DENKANIKOTA,149,12,161,7.5%,0.931677019
KARNATAKA,HUNGUND,323,26,349,7.4%,0.931232092
UTTAR PRADESH,SIANA,87,7,94,7.4%,0.930851064
ANDHRA PRADESH,AMALAPURAM,112,9,121,7.4%,0.929752066
KARNATAKA,HOSUR,112,9,121,7.4%,0.929752066
WEST BENGAL,MURSHIDABAD JIAGANJ,112,9,121,7.4%,0.929752066
UTTAR PRADESH,MACHHLISHAHR,137,11,148,7.4%,0.929054054
GUJARAT,KALOL,225,18,243,7.4%,0.925925926
GUJARAT,KHAMBHALIA,100,8,108,7.4%,0.925925926
HARYANA,KAITHAL,100,8,108,7.4%,0.925925926
ANDHRA PRADESH,PRATHIPADU,50,4,54,7.4%,0.925925926
CHHATTISGARH,UDAIPUR (DHARAMJAIGARH),25,2,27,7.4%,0.925925926
HIMACHAL PRADESH,HAROLI,25,2,27,7.4%,0.925925926
MADHYA PRADESH,SHAMGARH,25,2,27,7.4%,0.925925926
MAHARASHTRA,MAUDA,25,2,27,7.4%,0.925925926
MAHARASHTRA,TELHARA,25,2,27,7.4%,0.925925926
SIKKIM,CHUNGTHANG,25,2,27,7.4%,0.925925926
TAMIL NADU,MANAMELKUDI,25,2,27,7.4%,0.925925926
TELANGANA,CHENNUR,25,2,27,7.4%,0.925925926
TELANGANA,KOSGI,25,2,27,7.4%,0.925925926
TELANGANA,RAMANNAPETA,25,2,27,7.4%,0.925925926
WEST BENGAL,BAMANGOLA,25,2,27,7.4%,0.925925926
WEST BENGAL,HARISCHANDRAPUR-II,25,2,27,7.4%,0.925925926
TELANGANA,RAJENDRANAGAR,438,35,473,7.4%,0.924947146
KARNATAKA,MADDUR,213,17,230,7.4%,0.923913043
TAMIL NADU,ARIYALUR,163,13,176,7.4%,0.923295455
WEST BENGAL,RAMPURHAT-I,163,13,176,7.4%,0.923295455
MADHYA PRADESH,RAISEN,113,9,122,7.4%,0.922131148
KARNATAKA,GANGAWATI,402,32,434,7.4%,0.921658986
GUJARAT,PORBANDAR,151,12,163,7.4%,0.920245399
HIMACHAL PRADESH,KULLU,164,13,177,7.3%,0.918079096
TELANGANA,MANCHERIAL,265,21,286,7.3%,0.917832168
TAMIL NADU,KANCHIPURAM,631,50,681,7.3%,0.917767988
KERALA,VADAKARA,543,43,586,7.3%,0.917235495
ANDHRA PRADESH,PEDAKAKANI,139,11,150,7.3%,0.916666667
KARNATAKA,BILGI,139,11,150,7.3%,0.916666667
TELANGANA,KHAMMAM,354,28,382,7.3%,0.916230366
UTTARAKHAND,HARIDWAR,923,73,996,7.3%,0.916164659
TAMIL NADU,AMBATTUR,2845,225,3070,7.3%,0.916123779
WEST BENGAL,BARJORA,76,6,82,7.3%,0.914634146
WEST BENGAL,JAMURIA,76,6,82,7.3%,0.914634146
ASSAM,HARISINGA,38,3,41,7.3%,0.914634146
MADHYA PRADESH,ISAGARH,38,3,41,7.3%,0.914634146
MAHARASHTRA,DEOLI,38,3,41,7.3%,0.914634146
MAHARASHTRA,MURBAD,38,3,41,7.3%,0.914634146
TELANGANA,NARKETPALLE,38,3,41,7.3%,0.914634146
WEST BENGAL,DASPUR-I,38,3,41,7.3%,0.914634146
TELANGANA,SERILINGAMPALLY,3187,251,3438,7.3%,0.912594532
WEST BENGAL,LALGOLA,127,10,137,7.3%,0.912408759
TAMIL NADU,CHEYYUR,89,7,96,7.3%,0.911458333
MAHARASHTRA,YAVATMAL,153,12,165,7.3%,0.909090909
MAHARASHTRA,INDAPUR,102,8,110,7.3%,0.909090909
UTTAR PRADESH,BHADOHI,102,8,110,7.3%,0.909090909
CHHATTISGARH,KOTA,51,4,55,7.3%,0.909090909
MAHARASHTRA,UMARGA,51,4,55,7.3%,0.909090909
ANDHRA PRADESH,GUNTUR,817,64,881,7.3%,0.908059024
KARNATAKA,KHANAPUR,115,9,124,7.3%,0.907258065
MADHYA PRADESH,HATOD,115,9,124,7.3%,0.907258065
UTTAR PRADESH,GHAZIABAD,7305,571,7876,7.2%,0.906234129
JAMMU AND KASHMIR,BARAMULA,128,10,138,7.2%,0.905797101
WEST BENGAL,MEMARI-I,64,5,69,7.2%,0.905797101
HARYANA,PALWAL,154,12,166,7.2%,0.903614458
JAMMU AND KASHMIR,BANDIPORE,77,6,83,7.2%,0.903614458
KARNATAKA,TUMKUR,1207,94,1301,7.2%,0.903151422
DELHI,NAJAFGARH,681,53,734,7.2%,0.902588556
MADHYA PRADESH,SHUJALPUR,90,7,97,7.2%,0.902061856
TAMIL NADU,SIVAGANGA,193,15,208,7.2%,0.901442308
MAHARASHTRA,GANGAPUR,103,8,111,7.2%,0.900900901
BIHAR,CHAPRA,142,11,153,7.2%,0.89869281
KARNATAKA,HEGGADADEVANKOTE,142,11,153,7.2%,0.89869281
KARNATAKA,BASAVAKALYAN,155,12,167,7.2%,0.898203593
KARNATAKA,MULBAGAL,155,12,167,7.2%,0.898203593
MAHARASHTRA,KHED,491,38,529,7.2%,0.897920605
KARNATAKA,KOPPAL,454,35,489,7.2%,0.894683027
KERALA,NILAMBUR,467,36,503,7.2%,0.894632207
MAHARASHTRA,PALGHAR,455,35,490,7.1%,0.892857143
KARNATAKA,GOKAK,377,29,406,7.1%,0.892857143
GUJARAT,VALSAD,260,20,280,7.1%,0.892857143
UTTAR PRADESH,RAMPUR,260,20,280,7.1%,0.892857143
UTTAR PRADESH,SAGRI,169,13,182,7.1%,0.892857143
RAJASTHAN,ALWAR,156,12,168,7.1%,0.892857143
KARNATAKA,DEVADURGA,130,10,140,7.1%,0.892857143
GUJARAT,LUNAWADA,91,7,98,7.1%,0.892857143
UTTARAKHAND,GADARPUR,91,7,98,7.1%,0.892857143
KARNATAKA,BYADGI,78,6,84,7.1%,0.892857143
BIHAR,BIHTA,65,5,70,7.1%,0.892857143
TAMIL NADU,VEPPANTHATTAI,65,5,70,7.1%,0.892857143
MAHARASHTRA,AHMADPUR,52,4,56,7.1%,0.892857143
RAJASTHAN,UDAIPURWATI,52,4,56,7.1%,0.892857143
TAMIL NADU,THANDRAMPET,52,4,56,7.1%,0.892857143
ANDHRA PRADESH,KASIMKOTA,39,3,42,7.1%,0.892857143
GUJARAT,BHABHAR,39,3,42,7.1%,0.892857143
KARNATAKA,GUDIBANDA,39,3,42,7.1%,0.892857143
TELANGANA,ATMAKUR,39,3,42,7.1%,0.892857143
TELANGANA,KHANAPUR,39,3,42,7.1%,0.892857143
UTTAR PRADESH,SASNI,39,3,42,7.1%,0.892857143
ANDHRA PRADESH,KOTHAPETA,26,2,28,7.1%,0.892857143
ANDHRA PRADESH,PAMIDI,26,2,28,7.1%,0.892857143
ANDHRA PRADESH,PEDAVEGI,26,2,28,7.1%,0.892857143
ASSAM,NORTH GUWAHATI (PT),26,2,28,7.1%,0.892857143
BIHAR,RAFIGANJ,26,2,28,7.1%,0.892857143
HIMACHAL PRADESH,ARKI,26,2,28,7.1%,0.892857143
JAMMU AND KASHMIR,SHUPIYAN,26,2,28,7.1%,0.892857143
MADHYA PRADESH,TIMARNI,26,2,28,7.1%,0.892857143
MAHARASHTRA,MUKHED,26,2,28,7.1%,0.892857143
NAGALAND,KOHIMA SADAR,26,2,28,7.1%,0.892857143
RAJASTHAN,REODAR,26,2,28,7.1%,0.892857143
TELANGANA,AMANGAL,26,2,28,7.1%,0.892857143
WEST BENGAL,KHEJURI-II,26,2,28,7.1%,0.892857143
ANDHRA PRADESH,ACHANTA,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,ANANTHASAGARAM,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,BANDI ATMAKUR,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,CHIPPAGIRI,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,D.HIREHAL,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,GANAPAVARAM,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,G.KONDURU,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,GUDIBANDA,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,HOLAGUNDA,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,MACHAVARAM,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,NANDALUR,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,PADMANABHAM,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,PEDDAPANJANI,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,PODURU,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,ROLUGUNTA,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,SANTHAMAGULURU,13,1,14,7.1%,0.892857143
ANDHRA PRADESH,VAKADU,13,1,14,7.1%,0.892857143
ASSAM,NAOBAICHA,13,1,14,7.1%,0.892857143
BIHAR,BARACHATTI,13,1,14,7.1%,0.892857143
BIHAR,CHANPATIA,13,1,14,7.1%,0.892857143
BIHAR,DARIAPUR,13,1,14,7.1%,0.892857143
BIHAR,MARHAURA,13,1,14,7.1%,0.892857143
BIHAR,NOKHA,13,1,14,7.1%,0.892857143
BIHAR,REVELGANJ,13,1,14,7.1%,0.892857143
BIHAR,SIKTI,13,1,14,7.1%,0.892857143
GOA,SANGUEM,13,1,14,7.1%,0.892857143
GUJARAT,DEDIAPADA,13,1,14,7.1%,0.892857143
HARYANA,NAJAFGARH,13,1,14,7.1%,0.892857143
MADHYA PRADESH,DALOUDA,13,1,14,7.1%,0.892857143
MADHYA PRADESH,KHALWA,13,1,14,7.1%,0.892857143
MADHYA PRADESH,NIWARI,13,1,14,7.1%,0.892857143
MADHYA PRADESH,RITHI,13,1,14,7.1%,0.892857143
MAHARASHTRA,LANJA,13,1,14,7.1%,0.892857143
MAHARASHTRA,NER,13,1,14,7.1%,0.892857143
MAHARASHTRA,SHIRUR (KASAR),13,1,14,7.1%,0.892857143
MAHARASHTRA,SONPETH,13,1,14,7.1%,0.892857143
MANIPUR,TAMENGLONG,13,1,14,7.1%,0.892857143
PUNJAB,PATRAN,13,1,14,7.1%,0.892857143
RAJASTHAN,HURDA,13,1,14,7.1%,0.892857143
RAJASTHAN,KAPASAN,13,1,14,7.1%,0.892857143
RAJASTHAN,MAHWA,13,1,14,7.1%,0.892857143
TELANGANA,AMRABAD,13,1,14,7.1%,0.892857143
TELANGANA,KONDAPUR,13,1,14,7.1%,0.892857143
TELANGANA,MALDAKAL,13,1,14,7.1%,0.892857143
WEST BENGAL,GANGTOK,13,1,14,7.1%,0.892857143
TAMIL NADU,CHENGALPATTU,2008,154,2162,7.1%,0.890379278
TAMIL NADU,CHIDAMBARAM,274,21,295,7.1%,0.889830508
KARNATAKA,KARWAR,170,13,183,7.1%,0.887978142
